key,en-GROUP,pt-PT-x-PT text
settings.systemConfigurations.mobilePairing.pairingSuccessful,,Equipamento emparelhado com sucesso
settings.systemConfigurations.mobilePairing.pinEntryHelpMessage,,Por favor introduza o seu PIN para verificar o equipamento
settings.systemConfigurations.mobilePairing.qrCodeMode.description,,Digitalize este código QR no seu telemóvel para o emparelhar.
settings.systemConfigurations.mobilePairing.qrCodeMode.subtitle,,Digitalizar código QR
settings.systemConfigurations.mobilePairing.readyToPair,,Disponível para emparelhar
settings.systemConfigurations.mobilePairing.showQrCode,,Mostrar código QR
settings.systemConfigurations.mobilePairing.subtitle,,Equipamentos de rede
settings.systemConfigurations.mobilePairing.title,,Emparelhamento com o telemóvel
settings.systemConfigurations.networkAndPlayerLogs,,Registos de rede & reprodução
settings.systemConfigurations.networkLogsTitle,,Registos de rede
settings.systemConfigurations.noMaintenanceDone,,Nenhuma manutenção feita
settings.systemConfigurations.noMaintenanceTimeout,,No maintenance timeout
settings.systemConfigurations.playerLogsTitle,,Registos de reprodução
settings.systemConfigurations.refreshCacheStatus,,Atualizar o estado da cache
settings.systemConfigurations.selfDiagnostics,,Auto diagnóstico
settings.systemConfigurations.soundBox,,Assistentes de Voz
settings.systemConfigurations.soundBox.description,,Pode desemparelhar este dispositivo da sua TV box, se já não quiser usar o comando de voz extra.
settings.systemConfigurations.soundBox.deviceList.title,,Dispositivos Disponíveis
settings.systemConfigurations.soundBox.disconnectDevice,,Desligar
settings.systemConfigurations.soundBox.hideAlexaCards,,Esconder Cartões Alexa
settings.systemConfigurations.soundBox.showAlexaCards,,Mostrar Cartões Alexa
settings.systemConfigurations.soundBox.title,,Assitentes de Voz
settings.systemConfigurations.soundbox.audioOutput,,Saída audio
settings.systemConfigurations.soundbox.audioOutput.checkOptical,,Confirme que está selecionada a saída óptica na instalação da app móvel.
settings.systemConfigurations.soundbox.audioOutput.off,,Desligado
settings.systemConfigurations.soundbox.audioOutput.off.selected,,Pressione OK para desligar.
settings.systemConfigurations.soundbox.audioOutput.spdifstb,,TV Box
settings.systemConfigurations.soundbox.audioOutput.spdifstb.selected,,Pressione OK para ligar a sua Soundbox como saída de áudio externa da Tv Box.
settings.systemConfigurations.soundbox.audioOutput.spdiftv,,TV
settings.systemConfigurations.soundbox.audioOutput.spdiftv.selected,,Pressione OK para ligar a sua Soundbox como saída de áudio externa da TV.
settings.systemConfigurations.soundbox.audioOutput.turnedOff,,Desligado
settings.systemConfigurations.soundbox.audioOutput.turnedOn,,Ligado
settings.systemConfigurations.status.downloading,,A fazer o download ...
settings.systemConfigurations.status.failed,,Falha
settings.systemConfigurations.status.finished,,Terminado
settings.systemConfigurations.status.ok,,OK
settings.systemConfigurations.status.ongoing,,Em curso...
settings.systemConfigurations.subscriptionFiltering,,Filtro de Subscrições
settings.systemConfigurations.technicalDiagnostics,,Diagnóstico Técnico
settings.systemConfigurations.technicalDiagnostics.auth,,Autenticação
settings.systemConfigurations.technicalDiagnostics.authNrefresh,,Atualização do certificado AuthN
settings.systemConfigurations.technicalDiagnostics.checkUpdate,,Procurar atualizações
settings.systemConfigurations.technicalDiagnostics.epg,,Atualizar EPG
settings.systemConfigurations.technicalDiagnostics.licencesRefresh,,Atualização das licensas
settings.systemConfigurations.technicalDiagnostics.localMaintenance,,Manutenção local
settings.systemConfigurations.technicalDiagnostics.nagraCheckMaintenance,,Verificar manutenção
settings.systemConfigurations.technicalDiagnostics.nagraSSPCheckMaintenance,,Nagra SSP check maintenance
settings.systemConfigurations.technicalDiagnostics.newMaintenance,,Novo modo de manutenção
settings.systemConfigurations.technicalDiagnostics.no_save_home_mcast_stats,,No save home MCast stats
settings.systemConfigurations.technicalDiagnostics.noscan,,Sem necessidade de pesquisa
settings.systemConfigurations.technicalDiagnostics.noupdate,,Sem atualizações necessárias
settings.systemConfigurations.technicalDiagnostics.oldMaintenance,,Modo de manutenção anterior
settings.systemConfigurations.technicalDiagnostics.restart,,Reiniciar Box
settings.systemConfigurations.technicalDiagnostics.save_home_mcast_stats,,Save home MCast stats
settings.systemConfigurations.technicalDiagnostics.scan,,Pesquisar
settings.systemConfigurations.technicalDiagnostics.scanStart,,Scan start
settings.systemConfigurations.technicalDiagnostics.sendTechnical,,Enviar informação técnica
settings.systemConfigurations.technicalDiagnostics.subtitle,,Último fluxo de manutenção
settings.systemConfigurations.technicalDiagnostics.update,,Atualizar Box
settings.systemConfigurations.technicalOverlay,,Sobreposição Técnica
settings.technicalOverlay,,Sobreposição Técnica
settings.technicalOverlay.disable,,Desativar
settings.technicalOverlay.enable,,Ativar
settings.tvBoxSettings,,Configurações da TV Box
settings.tvChannels.currentlyFound.cable,,settings.tvChannels.currentlyFound.cable
settings.tvChannels.currentlyFound.ftth,,Canais sintonizados:<div class='halfSummary'>IP<div class='channelsSummary'><div>%1 TV</div><div>%2 Radio</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvChannels.currentlyHave.cable,,settings.tvChannels.currentlyHave.cable
settings.tvChannels.currentlyHave.ftth,,Canais sintonizados :<div class='halfSummary'>IP<div class='channelsSummary'><div>%1 TV</div><div>%2 Radio</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvChannels.showDttChannels,,Incluir canais TDT
settings.tvChannels.weFound.cable,,settings.tvChannels.weFound.cable
settings.tvChannels.weFound.ftth,,Canais sintonizados:<div class='halfSummary'>IP<div class='channelsSummary'><div>%1 TV</div><div>%2 Radio</div></div></div><div class='halfSummary'>Internet<div class='channelsSummary'>%3 TV</div></div></div>
settings.tvInput.auto,,Automática
settings.tvInput.auto.description,,Escolha esta opção para usar o comando da TV Box para controlar a sua Televisão. Poderá controlar o volume de som, bem como ligar e desligar a TV e a TV Box em simultâneo.
settings.tvInput.config.power,,Ligar/Desligar
settings.tvInput.config.power.description,,Escolha esta opção para ativar a possibilidade de ligar e desligar a Televisão utilizando o comando da sua TV Box.
settings.tvInput.config.volume,,Volume
settings.tvInput.config.volume.description,,Escolha esta opção para controlar o volume da sua Televisão utilizando o comando da sua TV Box.
settings.tvInput.deviceList,,Lista de equipamentos
settings.tvInput.deviceList.availableDeviceList.description,,Poderá controlar com o comando da Vodafone os equipamentos compatíveis e ligados por HDMI.
settings.tvInput.deviceList.availableDeviceList.title,,Equipamentos ligados por HDMI
settings.tvInput.deviceList.description,,Para ver os seus equipamentos ligados por HDMI e os conseguir controlar com o comando da Vodafone, por favor ative o HDMI CEC no menu de configurações.
settings.tvInput.deviceList.unavailableDeviceList.description,,Para ver os seus equipamentos ligados por HDMI e os conseguir controlar com o comando da Vodafone, por favor ative o HDMI CEC no menu de configurações.
settings.tvInput.deviceList.vodafoneDevice,,Vodafone TV
settings.tvInput.manual,,Manual
settings.tvInput.manual.cecSettings,,Definições HDMI-CEC
settings.tvInput.manual.description,,Algumas Televisões poderão não ser compatíveis com todas as funcionalidades de controlo através do comando da TV Box. Escolha esta opção para escolher entre usar o comando da TV Box para controlar o volume ou ligar/desligar a sua TV.
settings.tvInput.off,,Desligado
settings.tvInput.off.description,,Escolha esta opção para desligar o controlo da TV através da ligação HDMI.
settings.tvInput.userOff,,Desativado
settings.uiVersionOverlay,,Versão do UI Overlay
settings.uiVersionOverlay.hide,,Ocultar
settings.uiVersionOverlay.show,,Mostrar
settings.visualScrubberStatus,,Visual Scrubber
settings.visualScrubberStatus.disable,,Desativar
settings.visualScrubberStatus.enable,,Ativar
settings.voice.channel_change.default.answer,,Resposta de Mudança de Canal
settings.voice.channel_change.default.question,,Mudança de Canal
settings.voice.navigate.default.answer,,Resposta Navegar
settings.voice.navigate.default.question,,Navegar 
settings.voice.search.default.answer,,Pode utilizar a Voz para controlar a sua Vodafone TV. Pressione a tecla do microfone no seu comando para a ativar
settings.voice.search.default.question,,Pesquisar
settings.voice.title,,Controlo por Voz
settings.voice.voiceTopics,,Tópicos
settings.voiceAssistants,,Assistentes de Voz
settings.warning.popup.recommendationsOptOut,,Se não concordar com as definições do conteúdo anterior irá perder algumas funcionalidades especiais do seu serviço e não lhe podemos garantir a melhor experiência Vodafone TV. Tem a certeza que pretende continuar com a configuração ou pretende voltar atrás para alterar a sua seleção?
shopInShop.disclaimer.title,,Aviso Legal
smartTV.firstInstall.buttons.clear,,Apagar
smartTV.firstInstall.buttons.signin,,Iniciar
smartTV.firstInstall.buttons.whatsnew,,Mais informação
smartTV.firstInstall.incompatibleDeviceErrorScreen.title,,O seu equipamento não é suportado por esta aplicação.
smartTV.firstInstall.login.error.description,,Ocorreu um erro. Tente novamente por favor. <br/>
smartTV.firstInstall.login.error.title,,Existe um problema com a sua conta
smartTV.firstInstall.login.error.tooManyDevices.description,,Foi excedido o número máximo de dispositivos associados ao seu serviço Vodafone TV.
smartTV.firstInstall.login.error.tvAlreadyPaired.description,,Este dispositivo já está associado ao seu serviço Vodafone TV.
smartTV.firstInstall.login.fail.description,,Não foi encontrada a sua conta.
smartTV.firstInstall.login.fail.title,,Ocorreu um erro
smartTV.firstInstall.login.nativeInput.placeholder,,Pressione OK para entrar.
smartTV.firstInstall.login.nativePassword.title,,Insira a sua palavra-passe
smartTV.firstInstall.login.nativeUsername.title,,Insira o seu nome de utilizador
smartTV.firstInstall.login.password.description,,Insira a sua palavra passe
smartTV.firstInstall.login.password.title,,Palavra passe
smartTV.firstInstall.login.success.description,,A processar...
smartTV.firstInstall.login.success.title,,Sucesso
smartTV.firstInstall.login.udid,,UDID: %1
smartTV.firstInstall.login.username.description,,Se já tem uma conta, inicie sessão.
smartTV.firstInstall.login.username.placeholder,,Insira o seu email ou telemóvel
smartTV.firstInstall.login.username.title,,Credenciais My Vodafone
smartTV.firstInstall.login.welcome.description,,Por favor inicie com o nome de utilizador e palavra-passe da sua conta Vodafone TV.
smartTV.firstInstall.login.welcome.title,,Bem-vindos à Vodafone TV
smartTV.mainMenu.watchTV,,Ver TV
smartTV.popups.exit.message,,Tem a certeza que pretende fechar a aplicação?
smartTV.popups.exit.title,,Sair da Vodafone TV
smartTV.settings.account.logout,,Desemparelhar
smartTV.settings.account.logout.popup,,Tem a certeza que pretende desemparelhar?
smarttv.offlineMode.buttonText,,Modo offline
smarttv.offlineMode.descriptionText,,Por favor verifique as configurações de rede da sua Smart TV
smarttv.offlineMode.loadingText,,Por favor aguarde
smarttv.offlineMode.title,,Modo offline
somethingDifferent,,Algo diferente
somethingSimilar,,Relacionados
sr.notification.error.authenticationError,,%1: Não foi possível aceder. Por favor tente de novo mais tarde.
sr.notification.error.device.existsInOther.households,,%1: Desculpe, não foi possível registrar este dispositivo. O dispositivo está associado a outra conta.
sr.notification.error.exceeded.limit,,%1: Desculpe, você atingiu o número máximo de dispositivos que podem ser registrados em sua conta. Remova um dispositivo da sua conta.
sr.notification.error.kaltura.service.expired,,Ocorreu um problema : %1
sr.notification.error.kaltura.service.invalid,,Ocorreu um problema : %1
sr.notification.error.kaltura.service.revocation,,Ocorreu um problema : %1
sr.notification.error.notAllowed.type.device,,%1: Desculpe, este dispositivo não é compatível com nosso serviço. Tente novamente com um dispositivo diferente.
