key;en-GROUP;el-GR-x-GR text
settings.tvInput.deviceList.description;;Για να δείτε τις συνδεδεμένες συσκευές HDMI και να κάνετε εναλλαγή μεταξύ τους χρησιμοποιώντας το τηλεχειριστήριο Vodafone TV, πρέπει να έχετε ενεργοποιημένες τις ρυθμίσεις HDMI CEC
settings.tvInput.deviceList.unavailableDeviceList.description;;Για να δείτε τις συνδεδεμένες συσκευές HDMI και να κάνετε εναλλαγή μεταξύ τους χρησιμοποιώντας το τηλεχειριστήριο Vodafone TV, πρέπει να έχετε ενεργοποιημένες τις ρυθμίσεις HDMI CEC
settings.tvInput.deviceList.vodafoneDevice;;Vodafone TV
settings.tvInput.manual;;Επιλογή από τον χρήστη
settings.tvInput.manual.cecSettings;;Ρυθμίσεις CEC
settings.tvInput.manual.description;;Μερικές τηλεοράσεις δεν μπορούν να υποστηρίξουν όλες τις λειτουργίες. Με αυτή την επιλογή το τηλεκοντρόλ του Vodafone TV θα ρυθμιστεί ώστε να μπορείτε να ελέγξετε τον ήχο στην τηλεόραση σας καθώς και να ανοίγει η τηλεόραση μαζί με τον αποκωδικοποιητή.
settings.tvInput.off;;Απενεργοποίηση
settings.tvInput.off.description;;Επιλέξτε εδώ για να απενεργοποιήσετε τις λειτουργίες της συνδεδεμένης με τον αποκωδικοποιητή τηλεόρασης.
settings.tvInput.userOff;;Κλειστό
settings.uiVersionOverlay;;Έκδοση UI
settings.uiVersionOverlay.hide;;Απόκρυψη
settings.uiVersionOverlay.show;;Εμφάνιση
settings.visualScrubberStatus;;Visual Scrubber
settings.visualScrubberStatus.disable;;Απενεργοποίηση
settings.visualScrubberStatus.enable;;Ενεργοποίηση
settings.voice.channel_change.default.answer;;Απάντηση αλλαγής καναλιού
settings.voice.channel_change.default.question;;Αλλαγή καναλιού
settings.voice.navigate.default.answer;;Απάντηση πλοήγησης
settings.voice.navigate.default.question;;Πλοήγηση 
settings.voice.search.default.answer;;Μπορείτε να χρησιμοποιήσετε τη λειτουργία φωνητικού ελέγχου για να ελέγξετε το Vodafone TV. Ενεργοποιήστε τη λειτουργία φωνητικού ελέγχου πιέζοντας το πλήκτρο Voice στο τηλεχειριστήριο
settings.voice.search.default.question;;Αναζήτηση
settings.voice.title;;Φωνή
settings.voice.voiceTopics;;Voice Topics
settings.voiceAssistants;;Voice Assistants
settings.warning.popup.recommendationsOptOut;;"Μη συμφωνώντας δεν θα λαμβάνετε προτάσεις για ταινίες και σειρές καθώς και άλλες πρόσθετες λειτουργίες που δίνουν καλύτερη εμπειρία στο Vodafone TV. Είστε βέβαιοι ότι θέλετε να προχωρήσετε με αυτή την επιλογή;"
shopInShop.disclaimer.title;;Αποποίηση ευθυνών
smartTV.firstInstall.buttons.clear;;Εκκαθάριση
smartTV.firstInstall.buttons.signin;;Σύνδεση
smartTV.firstInstall.buttons.whatsnew;;Ξέχασα τον κωδικό μου
smartTV.firstInstall.incompatibleDeviceErrorScreen.title;;smartTV.firstInstall.incompatibleDeviceErrorScreen.title
smartTV.firstInstall.login.error.description;;Δοκιμάστε ξανά <br/> ή επικοινωνήστε με τον ToBi στο vodafone.gr
smartTV.firstInstall.login.error.title;;Αδυναμία σύνδεσης
smartTV.firstInstall.login.error.tooManyDevices.description;;Δεν επιτρέπεται η προσθήκη άλλων συσκευών στον λογαριασμό σας. Για διαχείριση των συνδεδεμένων συσκευών, επισκεφθείτε το vodafone.gr, συνδεθείτε με το username, password της Vodafone TV εφαρμογής και αφαιρέστε μία υφιστάμενη συσκευή.
smartTV.firstInstall.login.error.tvAlreadyPaired.description;;Η συσκευή υπάρχει ήδη σε έναν άλλο λογαριασμό και δεν μπορεί να προστεθεί στον λογαριασμό σας.
smartTV.firstInstall.login.fail.description;;Δεν μπορούμε να εντοπίσουμε τον λογαριασμό σας
smartTV.firstInstall.login.fail.title;;Ούπς
smartTV.firstInstall.login.nativeInput.placeholder;;Πατήστε εδώ για εισαγωγή
smartTV.firstInstall.login.nativePassword.title;;Κωδικός χρήστη
smartTV.firstInstall.login.nativeUsername.title;;Όνομα χρήστη
smartTV.firstInstall.login.password.description;;Για να χρησιμοποιήσετε την εφαρμογή συνδεθείτε, με τους κωδικούς του Vodafone TV σας.
smartTV.firstInstall.login.password.title;;Κωδικός πρόσβασης
smartTV.firstInstall.login.success.description;;Τελευταίες λεπτομέρειες…
smartTV.firstInstall.login.success.title;;Επιτυχής σύνδεση!
smartTV.firstInstall.login.udid;;UDID: %1
smartTV.firstInstall.login.username.description;;Για να χρησιμοποιήσετε την εφαρμογή συνδεθείτε, με τους κωδικούς του Vodafone TV σας.
smartTV.firstInstall.login.username.placeholder;;Όνομα χρήστη
smartTV.firstInstall.login.username.title;;Όνομα χρήστη
smartTV.firstInstall.login.welcome.description;;Συνδεθείτε με το όνομα και κωδικό χρήστη του Vodafone TV λογαριασμού σας.
smartTV.firstInstall.login.welcome.title;;Καλωσορίσατε στο Vodafone TV
smartTV.mainMenu.watchTV;;Κανάλια
smartTV.popups.exit.message;;Πρόκειται να τερματίσετε την εφαρμογή
smartTV.popups.exit.title;;θα τερματίσετε το Vodafone TV
smartTV.settings.account.logout;;Αποσύνδεση
smartTV.settings.account.logout.popup;;"Είστε βέβαιοι ότι θέλετε να αποσυνδεθείτε;"
smarttv.offlineMode.buttonText;;Ανανέωση
smarttv.offlineMode.descriptionText;;Ελέγξτε τις ρυθμίσεις δικτύου στις Ρυθμίσεις της Smart TV σας για να αποκαταστήσετε τη σύνδεση.
smarttv.offlineMode.loadingText;;Φόρτωση...
smarttv.offlineMode.title;;Απώλεια σύνδεσης
somethingDifferent;;Άλλα Προγράμματα
somethingSimilar;;Παρόμοια Προγράμματα
sr.notification.error.authenticationError;;%1: Δυστυχώς, δεν ήταν δυνατή η σύνδεσή σας. Δοκιμάστε ξανά αργότερα.
sr.notification.error.device.existsInOther.households;;%1: Δυστυχώς, δεν ήταν δυνατή η εγγραφή αυτής της συσκευής. Η συσκευή συσχετίζεται με άλλο λογαριασμό.
sr.notification.error.exceeded.limit;;%1: Δυστυχώς, έχετε φτάσει τον μέγιστο αριθμό συσκευών που επιτρέπεται να εγγραφούν στον λογαριασμό σας. Καταργήστε μια συσκευή από τον λογαριασμό σας.
sr.notification.error.kaltura.service.expired;;%1 KS Module σφάλμα το KS έληξε
sr.notification.error.kaltura.service.invalid;;%1 KS Module σφάλμα, άκυρο KS
sr.notification.error.kaltura.service.revocation;;%1 KS είναι άκυρο (Η πλατφόρμα επέστρεψε ένα σφάλμα από τα backend API, πιθανόν λόγο ανάκλησης του KS)
sr.notification.error.notAllowed.type.device;;%1: Δυστυχώς, αυτή η συσκευή δεν είναι συμβατή με την υπηρεσία μας. Δοκιμάστε ξανά με διαφορετική συσκευή.
sr.notification.error.secretCode.problem;;%1: Δυστυχώς, δεν ήταν δυνατή η σύνδεσή σας. Δοκιμάστε ξανά αργότερα. Αυτό έχει δύο κλειδιά στο εξυπνάδα έγγραφο.
technicalOverlay.widget.label.audioBuffer;;Audio buffer
technicalOverlay.widget.label.audioPid;;Audio PID
technicalOverlay.widget.label.bandwidthManagement;;Bandwidth management
technicalOverlay.widget.label.ber;;BER
technicalOverlay.widget.label.blackout;;Blackout
technicalOverlay.widget.label.bufferingTime;;Buffering time
technicalOverlay.widget.label.currentTime;;Ώρα
technicalOverlay.widget.label.droppedFrames;;Χαμένα frames
technicalOverlay.widget.label.errorManagement;;Error management
technicalOverlay.widget.label.estimatedBandwidth;;Εκτίμηση ταχύτητας
technicalOverlay.widget.label.frequency;;Frequency
technicalOverlay.widget.label.licenseTime;;License time
technicalOverlay.widget.label.liveLatency;;Live latency
technicalOverlay.widget.label.loadLatency;;Load latency
technicalOverlay.widget.label.multiaudio;;Multiaudio
technicalOverlay.widget.label.multicastGroup;;Multicast Group
technicalOverlay.widget.label.packetLoss;;Packet loss
technicalOverlay.widget.label.progressBar;;Progress Bar
technicalOverlay.widget.label.sid;;SID
technicalOverlay.widget.label.snr;;SNR
technicalOverlay.widget.label.streamBandwidth;;Ταχύτητα ροής
technicalOverlay.widget.label.streamType;;Stream Type
technicalOverlay.widget.label.textBuffer;;Text buffer
technicalOverlay.widget.label.videoBuffer;;Video buffer
technicalOverlay.widget.label.videoPid;;Video PID
technicalOverlay.widget.title;;Technical Overlay
upnext.footer.back;;Προηγούμενο
upnext.footer.moreEpisodes;;Περισσότερα επεισόδια
upnext.header.nextEpisode;;Επόμενο επεισόδιο
upnext.header.startingCounter;;Ξεκινά σε %1
upnextRecommendations1;;Παρόμοια Προγράμματα
upnextRecommendations2;;Άλλα Προγράμματα
voice.app.changeChannel.text;;<p>Έξοδος από %1 και παρακολούθηση %2 στο Vodafone TV</p><p>ή αναζήτηση για %3 στο %4</p>
voice.app.searchNotAllowed.text;;Η αναζήτηση δεν είναι διαθέσιμη
voice.interface.searchScreenAccessMessage;;Πείτε μου τι ψάχνετε
voice.interface.startMessage;;Με τι μπορώ να σας βοηθήσω?
voiceChrome.interface.listening;;Ακούει...
voiceChrome.interface.speaking;;Μιλήστε…
voiceChrome.interface.thinking;;Επεξεργάζεται...
volume.hintHotkeyProfiles;;πατήστε παρατεταμένα το κουμπί σίγασης<br>για τα προφίλ ήχου 
watchNext.purchase;;Αγορά
watchNext.recording;;Εγγραφή
watchNext.rental;;Ενοικίαση
